title;duration;certificate;genre;rating;directors;stars
Marianismo;NA;NA;Drama, Thriller;NA;Katina Medina Mora;NA
Vertical and habitats;120 min;NA;Adventure;NA;Tony Gk Jones;NA
The Secret of a Leader;114 min;NA;Crime, Drama, Family;NA;Farkhat Sharipov;Dulyga Akmolda, Guldzhamal Kazakbayeva, Yerzhan Tusupov, Filip Voloshin
La libertà non deve morire in mare;77 min;NA;Drama;NA;Alfredo Lo Piero;Giacomo Brignone
Last Rain;NA;NA;Drama, Romance;NA;Hamid Kaviani;NA
Battlefield Enforcement;49 min;NA;Action, Drama, Thriller;NA;Prashast Singh;Prashast Singh
Das Ächzen der Asche;75 min;NA;NA;NA;Clemens Klopfenstein;Max Rüdlinger, Sabine Timoteo, Polo Hofer, Raniero Trabalza
Las tres rosas;NA;NA;Drama;NA;Walter Valda;Marco Barrios, Alejandra Cordero, Sebastián Fernandez, Marcelo Ricalde
Reporting from Darkness;NA;NA;Drama;NA;Elvin Adigozel;Elshan Adaletli, Parviz Gulmammedov, Nigar Kulakhmedova, Intigam Hajili
Sara;NA;NA;Family;NA;Ata Servati;Rock Ryan, Ata Servati
Stranger's Arms;100 min;NA;Adventure, Crime, Drama;NA;Emma Westenberg;Eloisa Santos
Up in the Clouds the Movie;NA;NA;Comedy;NA;Vincent Stewart;Vincent Stewart
Dharavi;NA;NA;Action;NA;Pavithran;Sathish Bala, Sunu Lakshmi
Les Coups du Destin;140 min;NA;Drama;NA;Mohammed Lyounsi;Yousra Tarik, Virginia Onieva, Bahia Errachdi, Abdedellah Chakiri
Shun Pong O;110 min;NA;Romance;NA;David Thian;Shinny Tan, Ho-won Kim, Philip Keung Ho, Phoebe Huang
Prioni II;NA;NA;Horror, Sci-Fi;NA;Jukka Nieminen;Miia Nurmi, Sirpa Helin, Pekka Hildén, Annika Kangasniemi
Occupy Here Now;80 min;NA;History, News, War;NA;Jean Manuel Beauchamp;Andres Monsalve
Kök Börü: Game of the Tough;110 min;NA;Sport;NA;Ruslan Akun;Asylkhan Tolypov, Gulnaz Zholanova, Taalaikan Abazova, Marat Amiraev
Contra El Tiempo;NA;NA;Action;NA;Valentin Trujillo Jr.;Estrella Almada Cervantes, Rigo Chavez, Rey Huerta, Jake Lomeli
Revelations of Bullshit End Times (The End of the World);60 min;NA;Comedy;NA;Seraphim Of Nazareth, Seraphim Ward;Sariah Bishop, Dark Mark, Seraphim Of Nazareth, Lisa Pineda
Mesthri;NA;NA;Romance;NA;S. Rajkiran;Sangeetha Shetty, Tharanga Vishwa
J1S;NA;NA;Sci-Fi;NA;Jay Cunningham;Carl Wharton, Helen Pawson
The Beheading of Barry Lynch;NA;NA;Thriller;NA;Jack Millard;Selina Black, Daniel Jack Evans, Mark Anthony Games, John Millichap
A Spirit Calls;NA;NA;Horror;NA;Aaron D. Wheatley;NA
Stage 5;NA;NA;Drama;NA;Alex Westrick;Johnathan Gorman
Hollywood Pop Up Comedy Club;NA;NA;Comedy;NA;Ron Senkowski;Byron Bowers, Jade Catta-Preta, Amir K, Jamie Kennedy
Nagarpuram;NA;NA;NA;NA;Parthasarathy;Akhil, Sri Divya
Douche écossaise;75 min;NA;Comedy, Thriller;NA;Bruno François-Boucher;Ségolène Point, Nicolas Herman, Samuel Charle, Madeleine Point
Demon Catcher;77 min;NA;Comedy, Fantasy;NA;Liu Xuandi;Angel Fuhe, Billy Lau, Ka-Yan Leung, Fengye Lin
Renate Bergmann: Besser als Busfahren - Live aus dem Stadttheater Brandenburg;87 min;NA;Comedy;NA;Steven Siebert;Torsten Rohde, Anke Siefken
Vertiginous Variations on Vertigo;110 min;NA;NA;NA;Jalal Toufic;NA
Chakkar;NA;NA;Crime;NA;Anuska Rauniyar;Bholaraj Sapkota, Reecha Sharma, Srijana Subba, Arpan Thapa
The Truth;NA;NA;Adventure, Drama;NA;Christina Melinder;Vanessa Amaya, Antoinette Anders, Rose Marie Cavanna, Paris Cudini
La porta sul buio;80 min;NA;Drama;NA;Marco Cassini;Gaia Messerklinger, Stefano Muroni, Stefano Patti
Swargakkunnile Kuriakose;102 min;NA;Thriller;NA;Emmanuvel;Rajeesh Puttad, Sindhya Viswanath, Jaya Babu, Venkurinji Gopinath
In me;424 min;NA;Drama, Thriller;NA;Hani Alqattan;Nenad Nikolovski Blade, Ryan Hai, Naya Abou Mousa
Suburban Nightmare;90 min;NA;Thriller;NA;Richard Halpern;NA
Pól wieku poezji pózniej;60 min;NA;Fantasy;NA;Jakub Nurzynski;Magdalena Rózanska, Mariusz Drezek, Zbigniew Zamachowski, Marcin Bubólka
Udenfor;76 min;NA;Drama;NA;Klaus Møller Nielsen;Jannie Faurschou, Camilla Gottlieb, Kristian Halken, Kristian Ibler
Climbing to the Bottom;NA;NA;Romance;NA;George Nemeh;NA
No Huyas (Don't run away);11 min;NA;Drama, Family;NA;Santi García;Héctor Gutiérrez, Tomás Márquez, Katherine Nafig, Adam Schuch-des Forges
Little Spoon;NA;NA;Comedy;NA;Stephen Garone;Luke Farley, Adam Settlage, Jayden Taylor
I Hear Voices;55 min;NA;Drama;NA;Lemar Anderson;David Thomas Coulter, Daniele Bertolucci, Veronica Kubincova, Adam Logan
Chalo One Two Three;NA;NA;NA;NA;Venkatram Palla;Sivaji Raja, Saikiran
Finding Josef;NA;NA;Drama;NA;Moises Menezes;Ricardo Ayade, Kayky Brito, Fernanda Brum, Arieta Corrêa
Iz nesigurnosti u neizvjesnost;95 min;NA;Biography;NA;Miro Brankovic;NA
Firautibaaz;NA;NA;Thriller;NA;Abhinav Nirala;Kumud Mishra, Gulshan Pandey, Dharmendra Kumar, Mahira Sharma
Escape;NA;NA;Drama, Thriller;NA;Darshan Gowda;Deepam Kohli, Sheetal Shetty, Raghu Pandeshwar, Sudarshan
Macbeth - Neo Film Opera;50 min;NA;Drama;NA;Daniele Campea;Susanna Costaglione, Franco Mannella, Irida Gjergji Mero, Claudio Di Scanno
Tula Pan Bashing Bhandhaychay;102 min;NA;Drama;NA;Bhanudas Vyavahare;Bhakti Chavan, Sunil Godabole, Vikram Gokhale, Arjun Jadhav
Minuto Final;NA;NA;Thriller;6.8;Luis Aviles;Ricardo Velasteguí, Alberto Pablo Rivera, David Saavedra, Shany Nadan
Last Breath Day of Freedom;95 min;NA;Drama;NA;Aykan Yucel Irwins;Erdinc Mustafa, Erin Oweczkin, Aykan Yucel Irwins, Gina Gray
Kanazawa Shutter Girl;NA;NA;Drama, Family;NA;Kôtarô Terauchi;Ayaka Hamada, Shiori Kawashima, Ryûichirô Maesaki, Noel
The Jester's Plane: A Curious Journey Down the Rabbithole;157 min;NA;Animation, Adventure, Crime;7.8;Flo W. Reiter;NA
Pettkammi;NA;NA;Comedy;NA;Keerthi Bl;Anvitha Sagar, Shreeraam
Good Morning Son;81 min;NA;Drama;NA;Sharon Bar-Ziv;Sharon Bar-Ziv, Hadar Baruch, Aviv Elkabeth, Keren Mor
Subtleness of Gluttony;120 min;NA;Drama;NA;Chris Michaels;Dior Brooks, Simonde Cummings, Kathrine Denaii, Emily Shook
Sasha;NA;NA;NA;NA;Chunze Dong;Heng Fu, Tao Jiang, Dongni Qian
Stronger Together;NA;NA;Romance;NA;Austin Nwoalie;Jide Kosoko, Kunle Remi, Emem Ufot
Bhoot Junction;NA;NA;Horror;NA;Niranjan Kumar Sharma, Raj;NA
Kvnshchiki;125 min;NA;Comedy, Drama;7.0;Ilya Aksenov;Andrey Burkovskiy, Nikita Lobanov, Roman Mayakin, Darya Rudenok
Heal Me;NA;NA;NA;NA;Omar Sambasekou;Jesse Aaronson, Meriam Aberri, Darcy Chantre, Devin D. Chantre
V bezmolvii;NA;NA;Drama;NA;Ardak Amirkulov;Aisulu Azimbayeva
Sapo;NA;NA;Drama;4.9;Juan Pablo Ternicier;Fernando Gómez Rovira, Loreto Aravena, Mario Horton, Ingrid Isensee
Ekta Golpo;NA;NA;Mystery;NA;Debayan Dutta;Soham Chakraborty, Supriyo Dutta, Subhasree Ganguly
The last day before June;75 min;NA;Drama;NA;Igor Kistol;Valeriu Andriuta, Vanessa Andriutã, Tudor Andronachi, Dana Ciobanu
S4xia xiang mo ji;93 min;NA;Comedy;NA;Kelong Li;NA
Church of Fears;NA;NA;Horror;4.2;Jaime Kepner;David Eaton, Annabeth Furlow, Michael W. Green, Deborah Kay Hooker
Chasing Tornadoes;NA;NA;Family;NA;Michael Garcia;Michael Garcia, Jesse Gee, Luke O'Dell, Melanie Phillips
Perchance;7 min;NA;Drama, Fantasy;NA;Summera Howell;Ellie Rose Boswell, Alycia Conrad, Summera Howell, Katie Lee
corrido de Luis Pulido allà en el rancho la peña;NA;NA;Drama;NA;John Gabito Angel;Nestor Bojorquez, Leo Bucio, Eliud Díaz, Zambrano Meneses Fernando
Brothers;NA;NA;Action;NA;Peter Lawton;Ermias Baraki, Anthony Candelario, Elijah Candelario, Louis Chassis
Khennas;NA;NA;Horror, Mystery, Thriller;NA;Elvin Abdulla;Zemfira Abdulsamadova, Parvin Abiyeva, Nargiz Aliyeva, Gorgud Jafar
A Sors Akarata (Destiny's Will);NA;NA;Drama;NA;Andoni Zorbas;Alexandra Antali, Péter Bán, Zsolt Bódai, József Csányi
Loneliness of a Sewer Trucker;85 min;NA;Comedy, Drama;NA;Hakan Sahin;NA
Passing Time;NA;NA;Crime;NA;NA;Audrey L'Ebrellec, Matt E Hudson
Mi Mariachi;NA;NA;Comedy;NA;Jorge Adrián Espíndola;Jorge Adrián Espíndola, Patricia Reyes Spíndola, Alonso Echánove, Ignacio Guadalupe
Ivi;78 min;NA;Comedy;NA;Ernesto Aguilar;Emiliano Díaz, Clemencia Jaramillo, Paula Stephanus, Néstor Villa
The Leather Coat;85 min;NA;Drama;NA;Monique Dismuke;Amanda DoSsa Doss, Paisley Anderson, Jasmine Elise, Tatianna Roberts
Ahí viene;62 min;NA;Drama;NA;Federico Jacobi;Daniel Quaranta, Nahuel Yotich, José Celestino Campusano, Paula Napolitano
Samy Deluxe: SaMTV Unplugged;169 min;NA;Music;NA;Felix Paul, David Königsmann;Afrob, Patrice Bart-Williams, Chefket, Curse
Amenities;8 min;NA;Comedy, Drama;NA;Jack Kendrick;David Gelles, Donald Paul, Laura Poe
This Sceptred Isle;55 min;NA;Drama;NA;Jake Berry;Justin Aves, Hainsley Lloyd Bennett, Jake Berry, Nicon Caraman
Smart Burglar;NA;NA;Comedy;NA;Drew Scheid;David McBride, Logan Rupprecht, Drew Scheid
Paranoia;NA;NA;Drama;NA;Simon Peace Maker;Ruth Kadiri, William Uche Mbah, Zilly Tete
Busted Life;NA;NA;Drama;NA;Bayo Akinfemi;Ron Bush, Chet Anekwe, Pascal Atuma, Sarah Fasha
The Mix Up;86 min;NA;Comedy;NA;Ken Andrus;Nathan Austin, Rick Bucy, Noah Van den Bosch, Donald R. Fleming
Ganu;NA;NA;Drama;NA;Pritam Abhang;Padmanab Gaikwad, Shilpa Navalkar, Patil Tejaswi
CryDiePain;NA;NA;Drama;NA;Joe O'Dell;Joe O'Dell, Jenny Hutton, Mark Child
Lovers Tho Pettukovaddhu;NA;NA;Romance;NA;Basheed S.K.;Piaa Bajpai, Mahesh
Double Portrait;6 min;NA;Animation, Biography;NA;Ian Bruce;NA
Upshot: Vengeance Is Mines;NA;NA;Drama;NA;Dashaun Jiwe Morris;Kenneth Carrella, Dasharie Morris, Dashaun Jiwe Morris
Chitte;NA;NA;Drama;NA;M.L. Prasanna;Giriraj Bm, Harshika Poonacha, Yashas Surya
The Cotton Wool War;82 min;NA;Drama;NA;Marilia Hughes, Cláudio Marques;Dora Goritzki, Thaila Lima, Thaia Perez
Tutto tua madre;NA;NA;Music;NA;Luca Tartaglia;Alessandro Aleotti, Alberto Baraghini, Eleonora Giovanardi, Sergio Leone
Kahi Katai;NA;NA;Family;NA;Shabir Shrestha;Dilip Rayamajhi, Sonam Barphunga, Shiwani Giri, Kishor Khatiwada
Silent Signature;130 min;NA;Drama;NA;Ranajit Das;Ranajit Das, Moubani Sorcar, Payel Roy
Concur;62 min;NA;Drama;NA;Subhankar Adhikary;Rajvir Adhikary, Shamsher Alam, Riya Das, Himadri Sekhar Dey
ZEKE;NA;NA;Thriller;NA;Kazarr;Kazarr, W. Keith Scott
Yamikin gurentai;NA;NA;Comedy;NA;Shinji Imaoka;Yoshihiko Hosoda, Yôta Kawase, Ukyô Matsumoto, Ai Nishina
I Nostri Passi Diversi;NA;NA;Comedy;NA;Alberto Bennati;Tony Campanozzi, Ivan Franek, Viola Graziosi, Edoardo Romano
Definitely Soy;13 min;NA;Drama;NA;Ruben Zaccaroni;George Zouvelos, Louis Rocky Bacigalupo, Roberto Ragone, Alex Koltchak
Monkey Baat;102 min;NA;NA;NA;Viju Mane;Bhargavi Chirmuley, Pushkar Shrotri
My Son Hates My Boyfriend;NA;NA;Comedy;NA;Daniel Clyde Ethridge;Allyson Kilgore, Riley Kilgore, Daniel Clyde Ethridge, Margaret Remy
Yugo & Lala 4;NA;NA;Animation;NA;Yunfei Wang;Xuecen Bai, Tu-Te-Ha-Meng, Lei Zhang
Anybodies Game;120 min;NA;Comedy;NA;Robert L. Parker III;NA
Boing, The Secret of Super Transformation;NA;NA;Animation, Adventure;NA;Mi Hwa Jung;NA
Homely What Men Want;98 min;NA;Comedy, Drama;NA;Akin' Harrison;Omotunde Adebowale David, Femi Branch, Mary Lazarus, Tina Mba
Saranalayam;126 min;NA;Drama;NA;Rasu Jeganathan;Ashwin Kumar, Sri Priyanka
Foreclosure: Dead Deed;42 min;NA;Drama, Thriller;NA;Teddo November;Martin Bats Bradford, Manon Pages, Tracy B. Mann, Danzel Square
Hai shang cheng shi;81 min;NA;NA;NA;Zi Lin;NA
The Abode of Mad Tales;84 min;NA;Horror;NA;J.H. Rood;Juhani Alanen, Emmanuel Aldrete, Leo Avila, Danny Ewing
Rage Speed of the Caillou;NA;NA;Animation, Action, Thriller;NA;Anthony Gage, Anthony Gage;Gaylo Anderson, Gayloo Anderson
Sister Sister: The Movie;NA;NA;Drama;NA;Toyin Moore;Magdalena Korpas, Lucien Morgan
Python;NA;NA;NA;NA;NA;NA
Placebo Love Story;NA;NA;Drama;NA;Isaac Thomas;Leah Beaudry, Dan Bradford, Russell Eresmas, Mark Kandborg
Dime Quien Eres;NA;NA;Horror, Mystery, Thriller;NA;Luis Javier Jiménez Múgica;Enrique Asiaín, Sara Belmonte, Rebeca Fernandez, Semira Francis
7th Villa;125 min;NA;Horror;NA;NA;Ajay Arak, Meenal Chauhan, Mansi Sharma, Vinit
Betrayal Among Friends;110 min;NA;Drama;NA;Jerry Arnold, Jocelyne Croisier, James Roberts;Jerry Arnold, Jennifer Bagwell, Anya Bartley, Ria Bartley
Bombarded;46 min;NA;Animation;NA;Nicholas Nedelkopoulos;NA
Feed the Reapers;61 min;NA;Horror;NA;Gero Samrey;Daniel Brach, Fredderik Collins, Susen Ermich, Annika Grobbau
Klasstastar;NA;NA;Comedy;NA;Yernar Nurgaliyev;Olzhas Abai, Asel Kaliyeva, Asel Sadvakasova
The Adventures of the Fatbat Episode III: Queen of the City, Part II: The Reckoning;NA;NA;Comedy;NA;William Craft, Jason Devries, Dominic Pacini;Krista Kangas, Jason Devries, Alexandra Matheson, William Craft
Seven Devils;NA;NA;Thriller;NA;NA;Chloe Farnworth, Clark Moore, Jolene Andersen, Mason Wells
Op stap met Dirk Scheele de Film;NA;NA;Family;NA;Bert Penraat;Joes Boonen, Peter Lusse, Dirk Scheele, Anky van Grunsven
Trojan;NA;NA;NA;NA;NA;NA
Chained the Movie;76 min;NA;Action, Crime, Drama;NA;Deborah Cardona;NA
Sen Sulu;85 min;NA;Comedy;NA;Kanagat Mustafin;Berik Aytzhanov, Zhanna Kuanysheva
Regreso a Coronel Vallejos: La traición de Manuel Puig;NA;NA;NA;NA;Carlos Castro;Patricia Bergero
Witchtown;NA;NA;Horror;NA;Stephen Biggin;Joe Beck, Mr. Bestimes, Jennifer Biggin, Michael Biggin
Nosis;9 min;NA;Animation;NA;Vincenz Neuhaus;NA
Ketab'e Ashpazi;83 min;NA;Drama, Fantasy, Mystery;NA;Siavash Afshar;Ali Anvari, Ebrahim Azizi, Ali Ebdali, Amir Farzanegan
Full Metal Panic! 2nd Section - One Night Stand;84 min;NA;Action;NA;Chigira Koichi;Yukana Nogami, Tomokazu Seki, Satsuki Yukino
The Red Goodnight;82 min;NA;Crime, Drama, Thriller;NA;John C. Koch;Zeshan Bhatti, Helen Laser, Keysha Llovet, Yoshihisa Padilla
Camping Movie: El tesoro del pirata Cambaral;NA;NA;Adventure, Comedy;NA;J.K. Álvarez;Iván Calderón, Arianna Fortes, Pere Molina, Ángel Héctor Sánchez
Anambra Boys;NA;NA;Drama;NA;Ifeanyi Azodo;Browny Igboegwu, Ofia Afuluagu Mbaka, Zubby Micheal
Phantasmagoria 2: Labyrinths of blood;80 min;NA;Horror;7.5;Cosmotropia de Xam;Rachel Audrey, Mari K., Shivabel Coeurnoir, Carmen Incarnadine
0000: A Shark Odyssey;77 min;NA;Animation, Musical, Sci-Fi;4.0;Iki Ènèng;Elisabet Borg, Ela Chopra, Alva Holmström, Jennie Lang
Maybe Not Today;NA;NA;Drama;NA;NA;Birgit Ludemann, Selena O'Sullivan, John Paul Medrano, Andres Antonio Pérez
Paula & Jeff;94 min;NA;Comedy, Drama, Romance;NA;Ryan C. Fill;Patrick Babbitt, Courtney Bandeko, Allison Bills, Michael Boumenot
Americana;5 min;NA;Animation;NA;Lee Tomik;Analisa Gutierrez, Oona Senft, Lillian Sherman
Benim Küçük Sözlerim;71 min;NA;Drama, Family;7.7;Bekir Bülbül;NA
Night Sky;4 min;NA;Thriller;NA;Matthew Crum;Erin Kiniry, Jillian Peterson, Benjamin Rowe
Undercover Nanny;NA;NA;Comedy;NA;Charles C. Brooks;Natalie Peri
Comic Book Kingdom;61 min;NA;NA;NA;Marius Smuts;Edward Bentley, Laurence Campbell, Matt Hardy, Kev Hopgood
Our Dawn;NA;NA;NA;NA;Ron Phippen;Kasey Lee Huizinga, Ron Phippen
Alex the Police Dog;NA;NA;Comedy;NA;Bret Roberts;NA
Dao Meng Mei Ying;NA;NA;Mystery;NA;Lee Qia;Yiwen Cao, Sen Ha
Grand Mother;NA;NA;Drama;NA;Nicolle Fedor;Mabul Marulanda, Fabiola Vasquez
Ögrenci Kafasi: Soygun;NA;NA;Comedy;NA;Ayhan Sonyürek;Merve Akaydin, Nejmi Aykar, Kaan Deringöl, Onur Rüzgar Erkoçlar
Tokyo Sentimenal: Ochanomizu no Koi;NA;NA;NA;NA;NA;Michiko Kichise, Mitsuki Takahata, Kôtarô Yoshida
The Fly Away Girl;NA;NA;Drama, Thriller;NA;Camron Gran;Sarah Jones Dittmeier, Jessica Fornear, Camron Gran, AJ Nold
Liberation Earth;NA;NA;Action;NA;Joelle Van Autgaerden;NA
Amare;70 min;NA;Drama, Fantasy, Music;NA;M.M. Izidoro;Tassia Cabanas, Vinicius Calderoni, Jéferson de Souza, Lucas Silveira
Dead White Girl;NA;NA;Drama;NA;NA;Xiomara Cintron, Kristine Renee Farley
Drawn Apart;6 min;NA;Animation, Adventure, Family;NA;Haley Zutty;NA
3 The Movie;NA;NA;Thriller;NA;David L. Walker;Carla Mays, Cassandra Leavell, Taylor Adams, April Cottrill
Euphoria;5 min;NA;Animation, Drama;NA;Katalin Egely;NA
Poncho K-Pura Magia;NA;NA;NA;NA;Sergio Muñoz;Alfonso Caballero
Fraktaal;4 min;NA;Animation, Fantasy, Sci-Fi;NA;Julius Horsthuis;NA
The Slackers;79 min;NA;Drama, Thriller;NA;Dikai Lu;An Yukun, Dong Yang, Jiahao Li
Poochie;72 min;NA;Drama;NA;David Hudley;Pooder Boyd, Carl Clemons, David Hudley, Eric Moye
Divin Bonheur;NA;NA;Drama;NA;Constantin Didisheim, Benoit Genin;Benoit Genin, Louise de Halleux, Anis Benbatoul, Dorian Salkin
Locked;NA;NA;Horror;NA;Natalie Peri;Natalie Peri
The Man in Bandages;90 min;NA;Drama;NA;Jacques Aldridge;Jacques Aldridge, Ari Huber, Kai Lin, Jeff Rambo
Glaza i mir. Chast 1;90 min;NA;Drama;1.0;Nikita Derney;Sergey A., Nikita Derney, Andrey Gromov
Drawing Dead;NA;NA;Horror;NA;Bob Clark;Tiffany Halstead
Finding Picasso;NA;NA;Drama;NA;Ali Abouomar;NA
The Great Physician;NA;NA;Drama;NA;Sean Hynes;April Gorman, Betty Gorman, Josh Sanderson
The Fury of El Nino;64 min;NA;Action, Adventure, Drama;NA;Andrew Corrar, Daniel Corrar;Andrew Corrar, Daniel Corrar
Reparation;NA;NA;Action, Crime, Drama;NA;Erdenebileg Ganbold;Munkhzul Dashzeveg, Todgerel Erdenetuya, Erdenebileg Ganbold, Margad-Erdene Gankhuyag
Washed by the Moon;56 min;NA;Music;NA;Dan Shutt;NA
After Spring;74 min;NA;Drama;NA;Jun-Yeop Jang, Shin-Hwan Jeon, Cheong-ha Jin;Mi-seon Jeon, Suk-ho Jun, Jae-myung Yoo
The Mania Experience;NA;NA;NA;NA;NA;NA
Gioco di ruolo;NA;NA;Comedy, Mystery, Thriller;NA;Brando Improta;Brando Improta, Roberta Caruso, Andrea Manzillo, Roberto Ormanni
Moon City: The Rise of Ninja Attack;100 min;NA;Adventure, Family, Sci-Fi;NA;Hans Kaufmann, Passaya Pholsena;Koy Chantakaly, Hans Kaufmann, Pantheen Luanglath, Thepsouda Nandhavong
I Know You by Heart;NA;NA;Fantasy;NA;Marjorie Roden;Mitchell Bradics, Mitchell Condon, Rebekah Hryhorchuk, Alex Lee
Pulse 4514;80 min;NA;Fantasy;NA;Anakin Grey;Elizabeth Tomic
Dias Vazios;102 min;NA;Drama;7.6;Robney Bruno Almeida;Arthur Avila, Natália Dantas, Vinícius Queiroz, Carla Ribas
Hatsune Miku SNOW MIKU LIVE! 2018;NA;NA;Music;NA;NA;Ryoichi Kikushima, Takahiro Misawa, Rock Sakurai
Monteverdi: L'Orfeo;103 min;NA;Music;NA;Stefan Momirov, Daniel Pfluger;Nikola Diskic, Antonia Dunjko, Radoslava Vorgic, Marko Spehar
Soar;8 min;NA;Animation, Fantasy;NA;Patrick Bokanowski;NA
Il nome del padre;NA;NA;Drama;NA;Daniele Ceccarini;Marco De Paolis, Paolo Pezzino, Udo Sürer
Pas comme lui;79 min;NA;Drama;NA;Franck Llopis;Etienne Audibert, Dimitri Bagot, Nina Fontenaud, Theo Galvalisi
Bayn w Bayn;4 min;NA;Animation;NA;Dalyah Bakheet;NA
Glory News;NA;NA;Drama;NA;Bridget Pervalle;Patrick Lescarbeau, Beau Thompson, Shawna Linzy, Elisa Annette
PentaQuad;85 min;NA;Comedy, Sci-Fi;8.2;Jessica Dahlke, Peter Ahlers;Samuel Bereuther, Christian Lewin, Patricia Moresmau, Jule Nero
André Rieu's 2018 Maastricht Concert;NA;NA;NA;NA;NA;André Rieu
What If The Movie;90 min;NA;Drama;NA;Sharee Nicole;Tatiana Anderson, Jeremy C.Y. Butler, Ashley Gilmer, Nicholas Meade
Luna;90 min;NA;Drama;NA;Cris Azzi;Paulo André, Guto Borges, Eduarda Fernandes, Hewrison Ken
One Man's Fortune;NA;NA;Drama;NA;Marian de Pontes;Maria Feist, Josh Moscot
The Great Muse;97 min;NA;Drama;NA;Abdulrahman Khawj;Ismail Alhassan, Ziad Mimani, Mohammad Alsultan, Haifa Abdh
The Haunted Mind of an Insomniac;NA;NA;Horror, Thriller;NA;Danielle Earle;Ebeneezer Nii Sowah, Leigh Poulos, Hollis Fox, Kim Akia
Celia y Miguel, caminos opuestos;NA;NA;Biography;NA;Jesús R. Delgado;Ivanna Rossi, Ángel Ruiz
Time Machine;NA;NA;Sci-Fi;NA;Shahin Sean Solimon;NA
Babich;NA;NA;History;NA;Bulat Yusupov;NA
Dyadya Sasha;NA;NA;Comedy;NA;Alexander Gordon;Nikita Efremov, Alexander Gordon, Agniya Kuznetsova
The Rotation;NA;NA;Comedy, Drama;NA;Devin Glass, Devin Glass;Devin Glass, Devin Glass, Aaron Groben, Chris Jobson
Codicia;176 min;NA;Action, Adventure, Drama;NA;Ethan Feaster;Daevon Lee, Benjamin Waddell, Andrew Toro, Elijah Cranston-Stuckey
Selfies After Dark;60 min;NA;Drama;NA;Brendan Hay;Carter Doyle, Ava Grimshaw-Hall, Natasha Ward, Skye Young
El Tio;NA;NA;NA;NA;María Eugenia Sueiro;Valentino Barone, César Bordón, Vanesa Maja, Analía Marcolini
Trash Arts Killers: Volume One;NA;NA;Horror;NA;Jackson Batchelor, Ryan Edwards, Martyna Madej, Sam Mason-Bell, Martin W. Payne, Mike Peter Reed;Acheini, Simon Berry, Ryan Carter, Rebecca Clears
Showmen'z UnRest;58 min;NA;Horror;NA;Chuck Barcik;Chuck Barcik, Jordan Bradley, Jordan Craft, Marty Fairlane
3-nil;62 min;NA;Drama;NA;Boris Stout;Emmanuel Mandilaras, Iris Markozanes
Gina;55 min;NA;Drama;7.4;Benjamin Ovesen;Maria Strand, Valentina Angell, Nelia Kathinka Ballestad, Thomas Bastiansen
Women;20 min;NA;Comedy;NA;Keith Bell Jr., Quentin McKnight;Neshae Ashford, Keith Bell Jr., Kierston Hargett, Lindsay Johnson
Kyô no goitai: Onna nôkanshi to iu shigoto;NA;NA;Drama;NA;Hidehiro Ito;Ayane, Reiko Takashima
S He;95 min;NA;Animation;6.2;Shengwei Zhou;Fuyang Lv
The Hours Of Light;90 min;NA;Drama;NA;António Borges Correia;Anabela Brígida, José Eduardo, Paula Só
Rural Area;58 min;NA;Mystery;NA;Edward Overby;Germar Derron, Andrew Lewis, Hanna Morgan
Plantain;90 min;NA;Biography, Drama, History;NA;Andrea Pagnes, Verena Stenke;Andreas Bauer, Stephan Knies, Josephine Macri, Andrea Pagnes
Maskani Yangu Yako Wapi;NA;NA;NA;NA;Jiayun Huang, Suwen Zhang;Yixin Cai, Shi Chen, Xuemei Gao, Xinyi Guo
Mischievous POMPOM in Silence;16 min;NA;Sci-Fi;NA;Daisuke Iwai;Shigeru Harihara, Myu Hashimoto, Nahoko Kani, Hiroki Kawano
Othaikku Oththa;NA;NA;NA;NA;Barnesh;Atharvaa Murali, Vidya Pradeep
Hollywoodtürke;NA;NA;Comedy, Romance;NA;Murat Ünal;Ilkan Aydin, Jennifer Bischof, Matthias Friedrich, Christian Harting
On the road, Khaosan Tango;95 min;NA;Drama, Music, Romance;NA;Beomsam Kim;NA
La Frontera;NA;NA;Drama;NA;David David;NA
Open House: The Grieving Mother;46 min;NA;Horror;NA;Joseph Cabato;Jaelyn Angelina Cruz, Cori Dioquino, Amy Fitzgerald, Savannah Pabon
Watashino Jinsei Nanoni;103 min;NA;Music;NA;Keinosuke Hara;Mariko Akama, Yuria Eda, Atsushi Fukazawa, Takao Handa
The Nantucket Doctor;NA;NA;NA;NA;K. Tyler Johnston;NA
Le Saigneur est avec nous;90 min;NA;Action, Adventure, Comedy;6.4;Roland Lethem;Jio Berk, Jean-Pierre Bouyxou, Jean-Marie Buchet, Antonin d'Asseev
Aragne: Sign of Vermillion;NA;NA;NA;NA;Saku Sakamoto;Kana Hanazawa
Bizum usaklar;97 min;NA;Comedy;NA;Cuma Ugurlu;Kader Cerrah, Mehmet Elmas, Buket Tuba Güzel, Fadime Hala
Cadlag: Votivkirche;45 min;NA;Music;NA;Simon Serc;Cadlag
Preminche Panilo Vunna;NA;NA;NA;NA;Pradeep Manchala;Bindu Barbie, Raghuram Dronavajjala
Ronco rumor remoto;74 min;NA;Drama;NA;Jorge López Navarrete;Amelia Coronado, David Rodríguez
Uncanny Valley;2 min;NA;Animation, Drama, Fantasy;NA;Luiz Fernando Rohenkohl;NA
